msg_id,price,mode,burst,fault,produce_time,consume_time,latency_ms,throughput_msg_per_sec,p95_latency_ms,p99_latency_ms
234,99.44,fault_injection,False,False,1776030874.7994804,1776030874.8179724,18.492,28.75,219.41,221.109
235,99.47,fault_injection,False,False,1776030874.819585,1776030874.8370779,17.493,28.81,219.399,221.108
236,99.46,fault_injection,False,False,1776030874.839947,1776030874.8587563,18.809,28.85,219.389,221.108
237,99.46,fault_injection,False,False,1776030874.8600464,1776030874.8784602,18.414,28.91,219.378,221.107
238,99.42,fault_injection,False,False,1776030874.8801513,1776030874.8988662,18.715,28.96,219.367,221.106
239,99.41,fault_injection,False,False,1776030874.9002557,1776030874.9177327,17.477,29.01,219.357,221.106
240,99.42,fault_injection,False,False,1776030874.9203615,1776030874.9395683,19.207,29.06,219.346,221.105
241,99.42,fault_injection,False,False,1776030874.9404812,1776030874.9581518,17.671,29.11,219.344,221.104
242,99.43,fault_injection,False,False,1776030874.9605908,1776030874.9782403,17.649,29.16,219.341,221.104
243,99.33,fault_injection,True,False,1776030874.9806995,1776030875.000486,19.786,29.2,219.338,221.103
244,99.32,fault_injection,False,False,1776030875.0008256,1776030875.0200028,19.177,29.25,219.336,221.102
245,99.32,fault_injection,False,False,1776030875.0209782,1776030875.0395527,18.574,29.31,219.333,221.102
246,99.34,fault_injection,False,False,1776030875.0411055,1776030875.0615015,20.396,29.35,219.33,221.101
247,99.37,fault_injection,False,False,1776030875.0612297,1776030875.0815687,20.339,29.4,219.328,221.1
248,99.43,fault_injection,False,False,1776030875.0813935,1776030875.0992198,17.826,29.45,219.325,221.1
249,99.46,fault_injection,False,False,1776030875.1015027,1776030875.1194184,17.916,29.5,219.323,221.099
250,99.46,fault_injection,False,False,1776030875.1218774,1776030875.1406114,18.734,29.55,219.32,221.098
251,99.35,fault_injection,True,False,1776030875.142007,1776030875.1604178,18.411,29.59,219.317,221.098
252,99.31,fault_injection,False,False,1776030875.1623607,1776030875.1805325,18.172,29.64,219.315,221.097
253,99.33,fault_injection,False,False,1776030875.1825287,1776030875.2011957,18.667,29.69,219.312,221.096
254,99.29,fault_injection,False,False,1776030875.2028859,1776030875.2230139,20.128,29.73,219.309,221.096
255,99.29,fault_injection,False,False,1776030875.2230852,1776030875.2416098,18.525,29.78,219.307,221.095
256,99.29,fault_injection,False,False,1776030875.2432592,1776030875.2624764,19.217,29.82,219.304,221.094
257,99.25,fault_injection,False,False,1776030875.2634125,1776030875.2821126,18.7,29.87,219.301,221.094
258,99.24,fault_injection,False,False,1776030875.2835846,1776030875.3086543,25.07,29.9,219.299,221.093
259,99.27,fault_injection,False,False,1776030875.3040667,1776030875.320847,16.78,29.97,219.296,221.092
260,99.49,fault_injection,True,False,1776030875.324227,1776030875.3426726,18.445,30.01,219.294,221.092
261,99.51,fault_injection,False,False,1776030875.3443723,1776030875.3661323,21.76,30.04,219.288,221.091
262,99.48,fault_injection,False,False,1776030875.3647087,1776030875.3841665,19.458,30.1,219.281,221.09
263,99.72,fault_injection,False,False,1776030875.384877,1776030875.4053013,20.424,30.14,219.275,221.09
264,99.71,fault_injection,False,False,1776030875.4050114,1776030875.4231012,18.09,30.19,219.269,221.089
265,99.69,fault_injection,False,False,1776030875.4251208,1776030875.4411557,16.035,30.24,219.263,221.088
266,99.69,fault_injection,False,True,1776030875.4452384,1776030875.6647854,219.547,29.6,219.33,221.088
267,99.69,fault_injection,False,False,1776030875.6656082,1776030875.6852124,19.604,29.65,219.328,221.087
268,99.7,fault_injection,False,False,1776030875.6857297,1776030875.7040148,18.285,29.7,219.325,221.086
269,99.71,fault_injection,False,False,1776030875.705861,1776030875.728087,22.226,29.73,219.323,221.086
270,99.74,fault_injection,False,False,1776030875.7259853,1776030875.744308,18.323,29.78,219.32,221.085
271,99.75,fault_injection,False,False,1776030875.7460856,1776030875.7651389,19.053,29.82,219.317,221.084
272,99.84,fault_injection,True,False,1776030875.7661946,1776030875.7890637,22.869,29.86,219.315,221.084
273,99.79,fault_injection,True,False,1776030875.786304,1776030875.8040986,17.795,29.92,219.312,221.083
274,99.79,fault_injection,False,True,1776030875.8064137,1776030876.0248365,218.423,29.32,219.309,221.082
275,99.8,fault_injection,False,False,1776030876.0268316,1776030876.0475476,20.716,29.35,219.307,221.082
276,99.76,fault_injection,False,False,1776030876.0470119,1776030876.0675015,20.49,29.4,219.304,221.081
277,99.75,fault_injection,False,False,1776030876.067169,1776030876.086021,18.852,29.45,219.301,221.08
278,99.8,fault_injection,False,False,1776030876.0873003,1776030876.1072552,19.955,29.49,219.299,221.08
279,99.81,fault_injection,False,False,1776030876.1074271,1776030876.1259685,18.541,29.53,219.296,221.079
